"","snp1","snp2","post_freq_1","post_freq_2","pre_freq_1","pre_freq_2","mean_dist_ben","pre_cor","post_cor","mean_pre_freq","pre_num_common"
"159",4868,8418,0.74,0.41,0.03,0,1775,-1.5,0.262358997745247,0.015,0
"160",4868,8662,0.74,0.4,0.03,0,1897,-1.5,0.297832316419976,0.015,0
"161",4868,8713,0.74,0.26,0.03,0.54,1922.5,-0.0729238181258441,0.143451143451143,0.285,1
"162",4868,9456,0.74,0.5,0.03,0.12,2294,-0.0649417589266229,0.227980376293777,0.075,0
"163",5236,6170,0.25,0.57,0.5,0,703,-1.5,-0.52478357140599,0.25,1
"164",5236,7290,0.25,0.22,0.5,0.1,1263,0.333333333333333,0.473870472337351,0.3,1
"165",5236,8414,0.25,0.42,0.5,0,1825,-1.5,-0.257349548992652,0.25,1
"166",5236,8418,0.25,0.41,0.5,0,1827,-1.5,-0.293468469504576,0.25,1
"167",5236,8662,0.25,0.4,0.5,0,1949,-1.5,-0.329983164553722,0.25,1
"168",5236,8713,0.25,0.26,0.5,0.54,1974.5,0.0802572353905128,-0.0789747189738985,0.52,2
"169",5236,9456,0.25,0.5,0.5,0.12,2346,0.0615457454896664,-0.300222139978605,0.31,1
"170",6170,7290,0.57,0.22,0,0.1,1730,-1.5,-0.465176832685519,0.05,0
"171",6170,8414,0.57,0.42,0,0,2292,-1.5,0.53448174829888,0,0
"172",6170,8418,0.57,0.41,0,0,2294,-1.5,0.559765677770731,0,0
"173",6170,8662,0.57,0.4,0,0,2416,-1.5,0.585478656927764,0,0
"174",6170,8713,0.57,0.26,0,0.54,2441.5,-1.5,-0.0838102620383449,0.27,1
"175",6170,9456,0.57,0.5,0,0.12,2813,-1.5,0.383779652542219,0.06,0
"176",7290,8414,0.22,0.42,0.1,0,2852,-1.5,-0.403023089541372,0.05,0
"177",7290,8418,0.22,0.41,0.1,0,2854,-1.5,-0.442720835713229,0.05,0
"178",7290,8662,0.22,0.4,0.1,0,2976,-1.5,-0.384353057392904,0.05,0
"179",7290,8713,0.22,0.26,0.1,0.54,3001.5,0.240771706171538,0.0154097948047115,0.32,1
"180",7290,9456,0.22,0.5,0.1,0.12,3373,-0.123091490979333,-0.289682729751161,0.11,0
"181",8414,8418,0.42,0.41,0,0,3416,-1.5,0.93841975909282,0,0
"182",8414,8662,0.42,0.4,0,0,3538,-1.5,0.918139583923111,0,0
"183",8414,8713,0.42,0.26,0,0.54,3563.5,-1.5,-0.5044074153239,0.27,1
"184",8414,9456,0.42,0.5,0,0.12,3935,-1.5,0.648352718778486,0.06,0
"185",8418,8662,0.41,0.4,0,0,3540,-1.5,0.937961222727076,0,0
"186",8418,8713,0.41,0.26,0,0.54,3565.5,-1.5,-0.494124896813487,0.27,1
"187",8418,9456,0.41,0.5,0,0.12,3937,-1.5,0.670959035473852,0.06,0
"188",8662,8713,0.4,0.26,0,0.54,3687.5,-1.5,-0.483977514182461,0.27,1
"189",8662,9456,0.4,0.5,0,0.12,4059,-1.5,0.734846922834953,0.06,0
"190",8713,9456,0.26,0.5,0.54,0.12,4084.5,0.0938503362779261,-0.410364677328798,0.33,1
"1",545,767,0.41,0.43,0.69,0.07,4344,0.0991493736881449,-0.436559732553402,0.38,1
"2",545,1924,0.41,0.49,0.69,0,3765.5,-1.5,-0.410383701187806,0.345,1
"3",545,2837,0.41,0.45,0.69,0,3309,-1.5,-0.427081495322677,0.345,1
"4",545,3034,0.41,0.28,0.69,0.36,3210.5,0.00720731250107351,0.114113583241066,0.525,2
"5",545,3226,0.41,0.5,0.69,0.07,3114.5,-0.0703367351804789,-0.386309747697066,0.38,1
"6",545,4047,0.41,0.67,0.69,0.18,2704,-0.0799171105543594,-0.193283694218271,0.435,1
"7",545,4449,0.41,0.53,0.69,0,2503,-1.5,-0.15195116490286,0.345,1
"8",545,4871,0.41,0.61,0.69,0.13,2292,-0.190950040388612,-0.125473305814551,0.41,1
"9",545,5682,0.41,0.53,0.69,0,2568.5,-1.5,-0.274163898068699,0.345,1
"10",545,5753,0.41,0.2,0.69,0.23,2604,0.263574075711906,0.142324643888393,0.46,2
"11",545,6170,0.41,0.62,0.69,0.06,2812.5,-0.103791050371449,-0.185147005409869,0.375,1
"12",545,7164,0.41,0.32,0.69,0.34,3309.5,-0.0209962150887172,0.430635238519242,0.515,2
"13",545,7357,0.41,0.53,0.69,0,3406,-1.5,-0.192688742624806,0.345,1
"14",545,7942,0.41,0.39,0.69,0.76,3698.5,0.129605119260304,0.000416854836593194,0.725,2
"15",545,8070,0.41,0.55,0.69,0,3762.5,-1.5,0.0183910691765746,0.345,1
"16",545,8219,0.41,0.61,0.69,0.21,3837,0.0801582748811017,-0.0421023384959126,0.45,2
"17",545,8365,0.41,0.34,0.69,0.37,3910,0.021048508586761,-0.0403458150307041,0.53,2
"18",545,9914,0.41,0.21,0.69,0.31,4684.5,-0.0182328190743338,-0.13028648882168,0.5,2
"19",767,1924,0.43,0.49,0.07,0,3654.5,-1.5,0.401230985775405,0.035,0
"20",767,2837,0.43,0.45,0.07,0,3198,-1.5,0.473006020015523,0.035,0
"21",767,3034,0.43,0.28,0.07,0.36,3099.5,0.120845361090733,-0.181745826008322,0.215,1
"22",767,3226,0.43,0.5,0.07,0.07,3003.5,0.385560675883256,0.464575368866897,0.07,0
"23",767,4047,0.43,0.67,0.07,0.18,2593,0.177507037232911,0.394774856614721,0.125,0
"24",767,4449,0.43,0.53,0.07,0,2392,-1.5,0.494148116736418,0.035,0
"25",767,4871,0.43,0.61,0.07,0.13,2181,0.127029532913272,0.363187352765074,0.1,0
"26",767,5682,0.43,0.53,0.07,0,2457.5,-1.5,0.41320657427345,0.035,0
"27",767,5753,0.43,0.2,0.07,0.23,2493,0.0363215883585605,-0.131293039027601,0.15,1
"28",767,6170,0.43,0.62,0.07,0.06,2701.5,-0.069313725823307,0.38867586838852,0.065,0
"29",767,7164,0.43,0.32,0.07,0.34,3198.5,-0.114176615661062,-0.29271541561982,0.205,1
"30",767,7357,0.43,0.53,0.07,0,3295,-1.5,0.210852718116031,0.035,0
"31",767,7942,0.43,0.39,0.07,0.76,3587.5,0.154172306753772,-0.321774883806685,0.415,1
"32",767,8070,0.43,0.55,0.07,0,3651.5,-1.5,0.217217356831163,0.035,0
"33",767,8219,0.43,0.61,0.07,0.21,3726,-0.141450226576742,0.238949945889906,0.14,1
"34",767,8365,0.43,0.34,0.07,0.37,3799,-0.129073026434394,-0.11171672850432,0.22,1
"35",767,9914,0.43,0.21,0.07,0.31,4573.5,-0.0991493736881449,-0.00148773782913621,0.19,1
"36",1924,2837,0.49,0.45,0,0,2619.5,-1.5,0.761971073423638,0,0
"37",1924,3034,0.49,0.28,0,0.36,2521,-1.5,-0.522154733927572,0.18,1
"38",1924,3226,0.49,0.5,0,0.07,2425,-1.5,0.660132039613205,0.035,0
"39",1924,4047,0.49,0.67,0,0.18,2014.5,-1.5,0.34757181933499,0.09,0
"40",1924,4449,0.49,0.53,0,0,1813.5,-1.5,0.482164948304957,0,0
"41",1924,4871,0.49,0.61,0,0.13,1602.5,-1.5,0.496665271877082,0.065,0
"42",1924,5682,0.49,0.53,0,0,1879,-1.5,0.40200452464661,0,0
"43",1924,5753,0.49,0.2,0,0.23,1914.5,-1.5,-0.190038011403801,0.115,1
"44",1924,6170,0.49,0.62,0,0.06,2123,-1.5,0.272826918816832,0.03,0
"45",1924,7164,0.49,0.32,0,0.34,2620,-1.5,-0.372226382481757,0.17,1
"46",1924,7357,0.49,0.53,0,0,2716.5,-1.5,0.241683677329916,0,0
"47",1924,7942,0.49,0.39,0,0.76,3009,-1.5,-0.127549875766947,0.38,1
"48",1924,8070,0.49,0.55,0,0,3073,-1.5,0.283477365046789,0,0
"49",1924,8219,0.49,0.61,0,0.21,3147.5,-1.5,0.332613984717022,0.105,1
"50",1924,8365,0.49,0.34,0,0.37,3220.5,-1.5,-0.0278707965576084,0.185,1
"51",1924,9914,0.49,0.21,0,0.31,3995,-1.5,-0.0142426786887152,0.155,1
"52",2837,3034,0.45,0.28,0,0.36,2064.5,-1.5,-0.564076074817766,0.18,1
"53",2837,3226,0.45,0.5,0,0.07,1968.5,-1.5,0.904534033733291,0.035,0
"54",2837,4047,0.45,0.67,0,0.18,1558,-1.5,0.506566396843902,0.09,0
"55",2837,4449,0.45,0.53,0,0,1357,-1.5,0.690700322802011,0,0
"56",2837,4871,0.45,0.61,0,0.13,1146,-1.5,0.55841165292162,0.065,0
"57",2837,5682,0.45,0.53,0,0,1422.5,-1.5,0.569878108900785,0,0
"58",2837,5753,0.45,0.2,0,0.23,1458,-1.5,-0.251259453814803,0.115,1
"59",2837,6170,0.45,0.62,0,0.06,1666.5,-1.5,0.459671665236134,0.03,0
"60",2837,7164,0.45,0.32,0,0.34,2163.5,-1.5,-0.491233305495268,0.17,1
"61",2837,7357,0.45,0.53,0,0,2260,-1.5,0.40878182369915,0,0
"62",2837,7942,0.45,0.39,0,0.76,2552.5,-1.5,-0.311144500336401,0.38,1
"63",2837,8070,0.45,0.55,0,0,2616.5,-1.5,0.292929292929293,0,0
"64",2837,8219,0.45,0.61,0,0.21,2691,-1.5,0.393566884531474,0.105,1
"65",2837,8365,0.45,0.34,0,0.37,2764,-1.5,-0.0975952785837704,0.185,1
"66",2837,9914,0.45,0.21,0,0.31,3538.5,-1.5,-0.0715578375013239,0.155,1
"67",3034,3226,0.28,0.5,0.36,0.07,1870,-0.205763722938275,-0.623609564462324,0.215,1
"68",3034,4047,0.28,0.67,0.36,0.18,1459.5,-0.242936962937832,-0.178093557714491,0.27,1
"69",3034,4449,0.28,0.53,0.36,0,1258.5,-1.5,-0.349851656863408,0.18,1
"70",3034,4871,0.28,0.61,0.36,0.13,1047.5,-0.227968729489187,-0.323288884554292,0.245,1
"71",3034,5682,0.28,0.53,0.36,0,1324,-1.5,-0.305227721038994,0.18,1
"72",3034,5753,0.28,0.2,0.36,0.23,1359.5,0.0356436342391318,0.189310046354634,0.295,2
"73",3034,6170,0.28,0.62,0.36,0.06,1568,0.0736882930933204,-0.154172306753772,0.21,1
"74",3034,7164,0.28,0.32,0.36,0.34,2065,-0.142492611685753,0.192888642083019,0.35,2
"75",3034,7357,0.28,0.53,0.36,0,2161.5,-1.5,-0.215979849390165,0.18,1
"76",3034,7942,0.28,0.39,0.36,0.76,2454,0.226341571132243,0.186302069065185,0.56,2
"77",3034,8070,0.28,0.55,0.36,0,2518,-1.5,-0.286514831653469,0.18,1
"78",3034,8219,0.28,0.61,0.36,0.21,2592.5,-0.182089778485338,-0.27762661272459,0.285,2
"79",3034,8365,0.28,0.34,0.36,0.37,2665.5,-0.18641092980036,-0.0244481867018385,0.365,2
"80",3034,9914,0.28,0.21,0.36,0.31,3440,0.0828840937623454,0.115922410691691,0.335,2
"81",3226,4047,0.5,0.67,0.07,0.18,1363.5,0.585569191791328,0.531674262573892,0.125,0
"82",3226,4449,0.5,0.53,0.07,0,1162.5,-1.5,0.621119022268167,0.035,0
"83",3226,4871,0.5,0.61,0.07,0.13,951.5,0.593192956448216,0.47155311166022,0.1,0
"84",3226,5682,0.5,0.53,0.07,0,1228,-1.5,0.540974632298081,0.035,0
"85",3226,5753,0.5,0.2,0.07,0.23,1263.5,0.129453866201023,-0.2,0.15,1
"86",3226,6170,0.5,0.62,0.07,0.06,1472,0.0957189547083764,0.453247103886681,0.065,0
"87",3226,7164,0.5,0.32,0.07,0.34,1969,0.0512967403694625,-0.471621109141899,0.205,1
"88",3226,7357,0.5,0.53,0.07,0,2065.5,-1.5,0.380685852357909,0.035,0
"89",3226,7942,0.5,0.39,0.07,0.76,2358,-0.0293661536673852,-0.307534638039274,0.415,1
"90",3226,8070,0.5,0.55,0.07,0,2422,-1.5,0.301511344577764,0.035,0
"91",3226,8219,0.5,0.61,0.07,0.21,2496.5,0.050999061282771,0.389543874849747,0.14,1
"92",3226,8365,0.5,0.34,0.07,0.37,2569.5,0.0332829816591833,-0.0844400661841498,0.22,1
"93",3226,9914,0.5,0.21,0.07,0.31,3344,0.0703367351804789,-0.122757154035059,0.19,1
"94",4047,4449,0.67,0.53,0.18,0,752,-1.5,0.617429179738941,0.09,0
"95",4047,4871,0.67,0.61,0.18,0.13,541,0.515465671640797,0.572496892636636,0.155,0
"96",4047,5682,0.67,0.53,0.18,0,817.5,-1.5,0.489597051428601,0.09,0
"97",4047,5753,0.67,0.2,0.18,0.23,853,-0.0705102723224187,-0.446606380562069,0.205,1
"98",4047,6170,0.67,0.62,0.18,0.06,1061.5,-0.00876813557297831,0.58974334063047,0.12,0
"99",4047,7164,0.67,0.32,0.18,0.34,1558.5,0.103300695189129,-0.339194747691766,0.26,1
"100",4047,7357,0.67,0.53,0.18,0,1655,-1.5,0.361764923118262,0.09,0
"101",4047,7942,0.67,0.39,0.18,0.76,1947.5,-0.285226752576102,-0.354485890109356,0.47,1
"102",4047,8070,0.67,0.55,0.18,0,2011.5,-1.5,0.262901547729114,0.09,0
"103",4047,8219,0.67,0.61,0.18,0.21,2086,0.0140590607992225,0.180077088087533,0.195,1
"104",4047,8365,0.67,0.34,0.18,0.37,2159,-0.0894939696895641,-0.21459623541831,0.275,1
"105",4047,9914,0.67,0.21,0.18,0.31,2933.5,-0.0889218554055548,-0.0558683973612543,0.245,1
"106",4449,4871,0.53,0.61,0,0.13,340,-1.5,0.80801658523278,0.065,0
"107",4449,5682,0.53,0.53,0,0,616.5,-1.5,0.799277398635086,0,0
"108",4449,5753,0.53,0.2,0,0.23,652,-1.5,-0.430776096089213,0.115,1
"109",4449,6170,0.53,0.62,0,0.06,860.5,-1.5,0.707516073596075,0.03,0
"110",4449,7164,0.53,0.32,0,0.34,1357.5,-1.5,-0.470754244929039,0.17,1
"111",4449,7357,0.53,0.53,0,0,1454,-1.5,0.518265756724207,0,0
"112",4449,7942,0.53,0.39,0,0.76,1746.5,-1.5,-0.520466199028944,0.38,1
"113",4449,8070,0.53,0.55,0,0,1810.5,-1.5,0.517521816210253,0,0
"114",4449,8219,0.53,0.61,0,0.21,1885,-1.5,0.3972303192273,0.105,1
"115",4449,8365,0.53,0.34,0,0.37,1958,-1.5,-0.17003086453323,0.185,1
"116",4449,9914,0.53,0.21,0,0.31,2732.5,-1.5,-0.104777865442029,0.155,1
"117",4871,5682,0.61,0.53,0.13,0,405.5,-1.5,0.766937958632232,0.065,0
"118",4871,5753,0.61,0.2,0.13,0.23,441,-0.0699511101891603,-0.420297338653674,0.18,1
"119",4871,6170,0.61,0.62,0.13,0.06,649.5,0.0275455739779113,0.68342939324386,0.095,0
"120",4871,7164,0.61,0.32,0.13,0.34,1146.5,0.0991777743830018,-0.46236938818303,0.235,1
"121",4871,7357,0.61,0.53,0.13,0,1243,-1.5,0.520466199028944,0.065,0
"122",4871,7942,0.61,0.39,0.13,0.76,1535.5,-0.200515878022424,-0.41151744430433,0.445,1
"123",4871,8070,0.61,0.55,0.13,0,1599.5,-1.5,0.471868149516793,0.065,0
"124",4871,8219,0.61,0.61,0.13,0.21,1674,-0.0532927786486669,0.327448507776377,0.17,1
"125",4871,8365,0.61,0.34,0.13,0.37,1747,-0.0498864476693967,-0.118588319700794,0.25,1
"126",4871,9914,0.61,0.21,0.13,0.31,2521.5,-0.00192878828675365,-0.0407722430875355,0.22,1
"127",5682,5753,0.53,0.2,0,0.23,717.5,-1.5,-0.53095658355182,0.115,1
"128",5682,6170,0.53,0.62,0,0.06,926,-1.5,0.831352025800755,0.03,0
"129",5682,7164,0.53,0.32,0,0.34,1423,-1.5,-0.513706274575849,0.17,1
"130",5682,7357,0.53,0.53,0,0,1519.5,-1.5,0.598554797270173,0,0
"131",5682,7942,0.53,0.39,0,0.76,1812,-1.5,-0.520466199028944,0.38,1
"132",5682,8070,0.53,0.55,0,0,1876,-1.5,0.598069958811071,0,0
"133",5682,8219,0.53,0.61,0,0.21,1950.5,-1.5,0.356151692626751,0.105,1
"134",5682,8365,0.53,0.34,0,0.37,2023.5,-1.5,-0.127734629574715,0.185,1
"135",5682,9914,0.53,0.21,0,0.31,2798,-1.5,-0.104777865442029,0.155,1
"136",5753,6170,0.2,0.62,0.23,0.06,961.5,-0.138079833222075,-0.587161020944109,0.145,1
"137",5753,7164,0.2,0.32,0.23,0.34,1458.5,-0.191620803110473,0.192935908285322,0.285,2
"138",5753,7357,0.2,0.53,0.23,0,1555,-1.5,-0.480866339820517,0.115,1
"139",5753,7942,0.2,0.39,0.23,0.76,1847.5,0.195848822995926,0.317785792640583,0.495,2
"140",5753,8070,0.2,0.55,0.23,0,1911.5,-1.5,-0.251259453814803,0.115,1
"141",5753,8219,0.2,0.61,0.23,0.21,1986,-0.165102618789528,-0.164018473620946,0.22,2
"142",5753,8365,0.2,0.34,0.23,0.37,2059,-0.123535934295934,0.221655173733393,0.3,2
"143",5753,9914,0.2,0.21,0.23,0.31,2833.5,-0.00667926507652005,0.0491028616140236,0.27,2
"144",6170,7164,0.62,0.32,0.06,0.34,1667,-0.0924447731375555,-0.611250182150703,0.2,1
"145",6170,7357,0.62,0.53,0.06,0,1763.5,-1.5,0.748794724330968,0.03,0
"146",6170,7942,0.62,0.39,0.06,0.76,2056,0.14197455728409,-0.68342939324386,0.41,1
"147",6170,8070,0.62,0.55,0.06,0,2120,-1.5,0.534213016355507,0.03,0
"148",6170,8219,0.62,0.61,0.06,0.21,2194.5,-0.130259018100057,0.514472806533388,0.135,1
"149",6170,8365,0.62,0.34,0.06,0.37,2267.5,-0.193616464588309,-0.0469704462340487,0.215,1
"150",6170,9914,0.62,0.21,0.06,0.31,3042,0.0127462693438622,-0.00101162408268658,0.185,1
"151",7164,7357,0.32,0.53,0.34,0,2260.5,-1.5,-0.68551439316309,0.17,1
"152",7164,7942,0.32,0.39,0.34,0.76,2553,0.00790853679170939,0.374466462672948,0.55,2
"153",7164,8070,0.32,0.55,0.34,0,2617,-1.5,-0.241307588664342,0.17,1
"154",7164,8219,0.32,0.61,0.34,0.21,2691.5,0.0964002865650738,-0.418417925427989,0.275,2
"155",7164,8365,0.32,0.34,0.34,0.37,2764.5,0.105811483401375,0.0506847315797252,0.355,2
"156",7164,9914,0.32,0.21,0.34,0.31,3539,-0.0246477307563202,-0.143158211985309,0.325,2
"157",7357,7942,0.53,0.39,0,0.76,2649.5,-1.5,-0.60262345223004,0.38,1
"158",7357,8070,0.53,0.55,0,0,2713.5,-1.5,0.517521816210253,0,0
"159",7357,8219,0.53,0.61,0,0.21,2788,-1.5,0.60262345223004,0.105,1
"160",7357,8365,0.53,0.34,0,0.37,2861,-1.5,-0.0854383946162001,0.185,1
"161",7357,9914,0.53,0.21,0,0.31,3635.5,-1.5,0.0919880790500446,0.155,1
"162",7942,8070,0.39,0.55,0.76,0,3006,-1.5,-0.719135302102013,0.38,1
"163",7942,8219,0.39,0.61,0.76,0.21,3080.5,-0.457590982782752,-0.579655317360235,0.485,2
"164",7942,8365,0.39,0.34,0.76,0.37,3153.5,-0.442294241002747,-0.0112529062489804,0.565,2
"165",7942,9914,0.39,0.21,0.76,0.31,3928,-0.18023211897136,0.0911083456647398,0.535,2
"166",8070,8219,0.55,0.61,0,0.21,3144.5,-1.5,0.471868149516793,0.105,1
"167",8070,8365,0.55,0.34,0,0.37,3217.5,-1.5,-0.114568370511383,0.185,1
"168",8070,9914,0.55,0.21,0,0.31,3992,-1.5,-0.224543559055878,0.155,1
"169",8219,8365,0.61,0.34,0.21,0.37,3292,0.621916568847157,0.357496175448378,0.29,2
"170",8219,9914,0.61,0.21,0.21,0.31,4066.5,0.185266476380825,0.110236064644077,0.26,2
"171",8365,9914,0.34,0.21,0.37,0.31,4139.5,0.0237355522361347,0.148228397621565,0.34,2
"1",557,588,0.34,0.34,0.01,0,4427.5,-1.5,1,0.005,0
"2",557,895,0.34,0.35,0.01,0,4274,-1.5,0.978115512968666,0.005,0
"3",557,1099,0.34,0.35,0.01,0,4172,-1.5,0.978115512968666,0.005,0
"4",557,1382,0.34,0.31,0.01,0.1,4030.5,-0.0335012605086404,0.842587240299389,0.055,0
"5",557,1591,0.34,0.77,0.01,0.29,3926,-0.0642321157143759,0.141458289207208,0.15,1
"6",557,1646,0.34,0.74,0.01,0.29,3898.5,-0.0642321157143759,0.184806509404165,0.15,1
"7",557,1902,0.34,0.31,0.01,0,3770.5,-1.5,0.751299348609314,0.005,0
"8",557,2593,0.34,0.26,0.01,0.04,3425,-0.0205152484965555,-0.377313290033504,0.025,0
"9",557,3410,0.34,0.52,0.01,0,3016.5,-1.5,0.351552029536429,0.005,0
"10",557,3765,0.34,0.51,0.01,0,2839,-1.5,0.365698633619528,0.005,0
"11",557,4098,0.34,0.57,0.01,0,2672.5,-1.5,0.410196537485326,0.005,0
"12",557,4252,0.34,0.61,0.01,0.11,2595.5,-0.0353332626668787,0.357496175448378,0.06,0
"13",557,4877,0.34,0.6,0.01,0,2283,-1.5,0.370579511163097,0.005,0
"14",557,5391,0.34,0.47,0.01,0,2417,-1.5,0.25462333445026,0.005,0
"15",557,5508,0.34,0.23,0.01,0.01,2475.5,-0.0101010101010101,-0.0912957753039429,0.01,0
"16",557,5737,0.34,0.69,0.01,0.36,2590,-0.0753778361444409,0.0702916766013575,0.185,1
"17",557,5909,0.34,0.39,0.01,0,2676,-1.5,0.291709954300492,0.005,0
"18",557,6185,0.34,0.51,0.01,0,2814,-1.5,0.365698633619528,0.005,0
"19",557,6613,0.34,0.33,0.01,0,3028,-1.5,0.304385455258607,0.005,0
"20",557,7366,0.34,0.29,0.01,0,3404.5,-1.5,0.14607976060554,0.005,0
"21",557,7667,0.34,0.21,0.01,0.61,3555,0.0803618245901963,-0.0590840466044001,0.31,1
"22",557,7682,0.34,0.26,0.01,0,3562.5,-1.5,0.103953661539843,0.005,0
"23",557,8292,0.34,0.22,0.01,0.01,3867.5,-0.0101010101010101,0.0264992312786426,0.01,0
"24",557,8534,0.34,0.24,0.01,0,3988.5,-1.5,0.090948173104658,0.005,0
"25",557,8734,0.34,0.38,0.01,0.01,4088.5,-0.0101010101010101,0.0469704462340487,0.01,0
"26",557,8875,0.34,0.21,0.01,0,4159,-1.5,0.0964002865650738,0.005,0
"27",557,8975,0.34,0.21,0.01,0,4209,-1.5,0.0964002865650738,0.005,0
"28",557,9067,0.34,0.21,0.01,0.01,4255,-0.0101010101010101,0.148228397621565,0.01,0
"29",588,895,0.34,0.35,0,0,4258.5,-1.5,0.978115512968666,0,0
"30",588,1099,0.34,0.35,0,0,4156.5,-1.5,0.978115512968666,0,0
"31",588,1382,0.34,0.31,0,0.1,4015,-1.5,0.842587240299389,0.05,0
"32",588,1591,0.34,0.77,0,0.29,3910.5,-1.5,0.141458289207208,0.145,1
"33",588,1646,0.34,0.74,0,0.29,3883,-1.5,0.184806509404165,0.145,1
"34",588,1902,0.34,0.31,0,0,3755,-1.5,0.751299348609314,0,0
"35",588,2593,0.34,0.26,0,0.04,3409.5,-1.5,-0.377313290033504,0.02,0
"36",588,3410,0.34,0.52,0,0,3001,-1.5,0.351552029536429,0,0
"37",588,3765,0.34,0.51,0,0,2823.5,-1.5,0.365698633619528,0,0
"38",588,4098,0.34,0.57,0,0,2657,-1.5,0.410196537485326,0,0
"39",588,4252,0.34,0.61,0,0.11,2580,-1.5,0.357496175448378,0.055,0
"40",588,4877,0.34,0.6,0,0,2267.5,-1.5,0.370579511163097,0,0
"41",588,5391,0.34,0.47,0,0,2401.5,-1.5,0.25462333445026,0,0
"42",588,5508,0.34,0.23,0,0.01,2460,-1.5,-0.0912957753039429,0.005,0
"43",588,5737,0.34,0.69,0,0.36,2574.5,-1.5,0.0702916766013575,0.18,1
"44",588,5909,0.34,0.39,0,0,2660.5,-1.5,0.291709954300492,0,0
"45",588,6185,0.34,0.51,0,0,2798.5,-1.5,0.365698633619528,0,0
"46",588,6613,0.34,0.33,0,0,3012.5,-1.5,0.304385455258607,0,0
"47",588,7366,0.34,0.29,0,0,3389,-1.5,0.14607976060554,0,0
"48",588,7667,0.34,0.21,0,0.61,3539.5,-1.5,-0.0590840466044001,0.305,1
"49",588,7682,0.34,0.26,0,0,3547,-1.5,0.103953661539843,0,0
"50",588,8292,0.34,0.22,0,0.01,3852,-1.5,0.0264992312786426,0.005,0
"51",588,8534,0.34,0.24,0,0,3973,-1.5,0.090948173104658,0,0
"52",588,8734,0.34,0.38,0,0.01,4073,-1.5,0.0469704462340487,0.005,0
"53",588,8875,0.34,0.21,0,0,4143.5,-1.5,0.0964002865650738,0,0
"54",588,8975,0.34,0.21,0,0,4193.5,-1.5,0.0964002865650738,0,0
"55",588,9067,0.34,0.21,0,0.01,4239.5,-1.5,0.148228397621565,0.005,0
"56",895,1099,0.35,0.35,0,0,4003,-1.5,1,0,0
"57",895,1382,0.35,0.31,0,0.1,3861.5,-1.5,0.868105855324205,0.05,0
"58",895,1591,0.35,0.77,0,0.29,3757,-1.5,0.151949703947413,0.145,1
"59",895,1646,0.35,0.74,0,0.29,3729.5,-1.5,0.195970464661917,0.145,1
"60",895,1902,0.35,0.31,0,0,3601.5,-1.5,0.777442058423504,0,0
"61",895,2593,0.35,0.26,0,0.04,3256,-1.5,-0.387161161893055,0.02,0
"62",895,3410,0.35,0.52,0,0,2847.5,-1.5,0.369291814245526,0,0
"63",895,3765,0.35,0.51,0,0,2670,-1.5,0.383749007718281,0,0
"64",895,4098,0.35,0.57,0,0,2503.5,-1.5,0.425602044583607,0,0
"65",895,4252,0.35,0.61,0,0.11,2426.5,-1.5,0.371816095489579,0.055,0
"66",895,4877,0.35,0.6,0,0,2114,-1.5,0.385164443259822,0,0
"67",895,5391,0.35,0.47,0,0,2248,-1.5,0.27514633716925,0,0
"68",895,5508,0.35,0.23,0,0.01,2306.5,-1.5,-0.102130128882687,0.005,0
"69",895,5737,0.35,0.69,0,0.36,2421,-1.5,0.0838640121331477,0.18,1
"70",895,5909,0.35,0.39,0,0,2507,-1.5,0.27295170015709,0,0
"71",895,6185,0.35,0.51,0,0,2645,-1.5,0.341809225453988,0,0
"72",895,6613,0.35,0.33,0,0,2859,-1.5,0.287590570846264,0,0
"73",895,7366,0.35,0.29,0,0,3235.5,-1.5,0.131681870279545,0,0
"74",895,7667,0.35,0.21,0,0.61,3386,-1.5,-0.0694896101140082,0.305,1
"75",895,7682,0.35,0.26,0,0,3393.5,-1.5,0.0908155811847908,0,0
"76",895,8292,0.35,0.22,0,0.01,3698.5,-1.5,0.0151835006529177,0.005,0
"77",895,8534,0.35,0.24,0,0,3819.5,-1.5,0.0785446963655985,0,0
"78",895,8734,0.35,0.38,0,0.01,3919.5,-1.5,0.0734295011543004,0.005,0
"79",895,8875,0.35,0.21,0,0,3990,-1.5,0.0849317456948989,0,0
"80",895,8975,0.35,0.21,0,0,4040,-1.5,0.0849317456948989,0,0
"81",895,9067,0.35,0.21,0,0.01,4086,-1.5,0.18787931623417,0.005,0
"82",1099,1382,0.35,0.31,0,0.1,3759.5,-1.5,0.868105855324205,0.05,0
"83",1099,1591,0.35,0.77,0,0.29,3655,-1.5,0.151949703947413,0.145,1
"84",1099,1646,0.35,0.74,0,0.29,3627.5,-1.5,0.195970464661917,0.145,1
"85",1099,1902,0.35,0.31,0,0,3499.5,-1.5,0.777442058423504,0,0
"86",1099,2593,0.35,0.26,0,0.04,3154,-1.5,-0.387161161893055,0.02,0
"87",1099,3410,0.35,0.52,0,0,2745.5,-1.5,0.369291814245526,0,0
"88",1099,3765,0.35,0.51,0,0,2568,-1.5,0.383749007718281,0,0
"89",1099,4098,0.35,0.57,0,0,2401.5,-1.5,0.425602044583607,0,0
"90",1099,4252,0.35,0.61,0,0.11,2324.5,-1.5,0.371816095489579,0.055,0
"91",1099,4877,0.35,0.6,0,0,2012,-1.5,0.385164443259822,0,0
